Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
7057435003,2024-06-25 00:04:57,2024-02-18 12:27:00,,North Carolina,743,No Subject Provided,Y
5014523439,2024-06-25 00:06:53,2024-02-18 12:54:00,,North Carolina,743,No Subject Provided,Y
9732459182,2024-06-25 00:08:13,2024-06-24 17:06:00,Clifton,New Jersey,973,Other,Y
4058925115,2024-06-25 00:09:08,2024-06-24 16:01:00,Clifton,New Jersey,973,No Subject Provided,
8555181238,2024-06-25 00:09:38,2024-06-24 21:34:00,Denver,Colorado,720,Other,
8772639914,2024-06-25 00:11:38,2024-06-24 17:23:00,,Maryland,301,Vacation  & timeshares,Y
6514094955,2024-06-25 00:16:06,2024-06-24 12:15:00,Eden Prairie,Minnesota,612,Other,Y
2029158447,2024-06-25 00:16:14,2024-02-18 13:53:00,,North Carolina,743,No Subject Provided,Y
6028371666,2024-06-25 00:16:39,2024-06-24 20:47:00,Phoenix,Arizona,602,Other,Y
2526546803,2024-06-25 00:17:51,2024-02-18 13:59:00,,North Carolina,743,No Subject Provided,Y
9166684436,2024-06-25 00:18:47,2024-06-24 21:14:00,,California,916,Other,Y
9102949695,2024-06-25 00:19:45,2024-02-18 14:26:00,,North Carolina,743,No Subject Provided,Y
2146664835,2024-06-25 00:19:46,2024-06-24 16:28:00,,Texas,214,"Energy, solar,  & utilities",Y
9082791175,2024-06-25 00:21:28,2024-06-24 14:35:00,,Texas,214,Dropped call or no message,N
6505297857,2024-06-25 00:21:57,2024-02-18 15:09:00,,North Carolina,743,No Subject Provided,Y
7194103130,2024-06-25 00:22:20,2024-06-24 10:22:00,,Texas,214,Dropped call or no message,Y
9802681067,2024-06-25 00:23:50,2024-02-18 16:14:00,,North Carolina,743,No Subject Provided,Y
,2024-06-25 00:24:51,2024-06-24 16:30:00,Greeley,Iowa,563,Other,
,2024-06-25 00:25:05,2024-06-22 08:10:00,,California,714,"Reducing your debt (credit cards, mortgage, student loans)",Y
7793032044,2024-06-25 00:25:31,2024-02-18 16:26:00,,North Carolina,743,No Subject Provided,Y
4584009174,2024-06-25 00:26:27,2024-06-24 17:27:00,,Texas,210,Dropped call or no message,Y
3185087166,2024-06-25 00:26:51,2024-06-18 10:56:00,Sarasota,Florida,941,Other,Y
8629041042,2024-06-25 00:27:11,2024-02-18 17:53:00,,North Carolina,743,No Subject Provided,Y
,2024-06-25 00:27:12,2024-06-24 12:11:00,Daly City,California,662,Other,Y
9413037186,2024-06-25 00:27:41,2024-06-18 11:12:00,Sarasota,Florida,941,Other,Y
9062003190,2024-06-25 00:28:03,2024-06-24 18:28:00,,Texas,210,Dropped call or no message,Y
2162304748,2024-06-25 00:28:25,2024-06-18 12:52:00,Sarasota,Florida,941,Other,Y
4143919610,2024-06-25 00:29:03,2024-02-18 18:19:00,,North Carolina,743,No Subject Provided,Y
9413002563,2024-06-25 00:29:06,2024-06-18 13:29:00,Sarasota,Florida,941,Other,Y
2547779868,2024-06-25 00:29:16,2024-06-24 16:22:00,San Antonio,Texas,210,Other,Y
9416379218,2024-06-25 00:29:52,2024-06-18 17:10:00,Sarasota,Florida,941,Other,Y
2103333266,2024-06-25 00:30:15,2024-06-24 15:35:00,San Antonio,Texas,210,Other,Y
3073177716,2024-06-25 00:30:49,2024-02-18 18:44:00,,North Carolina,743,No Subject Provided,Y
3186506202,2024-06-25 00:03:08,2024-02-18 11:53:00,,North Carolina,743,No Subject Provided,Y
8006158749,2024-06-25 00:03:01,2024-06-24 18:53:00,,Illinois,708,Other,Y
2077074154,2024-06-25 00:01:14,2024-02-18 11:12:00,,North Carolina,743,No Subject Provided,Y
9416557967,2024-06-25 00:31:00,2024-06-19 09:59:00,Sarasota,Florida,941,Other,Y
2106627957,2024-06-25 00:31:07,2024-06-24 15:30:00,San Antonio,Texas,210,Other,Y
8502201376,2024-06-25 00:31:40,2024-06-20 13:50:00,Sarasota,Florida,941,Other,Y
2105319011,2024-06-25 00:32:00,2024-06-24 15:29:00,San Antonio,Texas,210,Other,Y
2398991443,2024-06-25 00:32:39,2024-06-19 16:33:00,Sarasota,Florida,941,Other,Y
3073177716,2024-06-25 00:32:45,2024-02-18 18:44:00,,North Carolina,743,No Subject Provided,Y
2108219806,2024-06-25 00:32:57,2024-06-24 15:11:00,San Antonio,Texas,210,Other,Y
8504461515,2024-06-25 00:33:18,2024-06-19 17:06:00,Sarasota,Florida,941,Other,Y
8394323824,2024-06-25 00:33:49,2024-06-24 09:55:00,Barnwell,South Carolina,839,Medical  & prescriptions,N
7175598214,2024-06-25 00:34:07,2024-06-20 11:27:00,Sarasota,Florida,941,Other,Y
8779522530,2024-06-25 00:34:43,2024-02-18 19:09:00,,North Carolina,743,No Subject Provided,Y
8135270685,2024-06-25 00:35:15,2024-06-20 16:40:00,Sarasota,Florida,941,Other,Y
